# Chunk-averaged data for fix bins and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
11000 20 30020
  3 0.125 1410.9 313.448
  4 0.175 1542.69 299.652
  5 0.225 1496.1 301.424
  6 0.275 1505.78 299.826
  7 0.325 1512.44 295.187
  8 0.375 1496.06 296.479
  9 0.425 1469.2 297.249
  10 0.475 1506.69 291.715
  11 0.525 1469.33 287.33
  12 0.575 1523.96 291.552
  13 0.625 1483.72 288.478
  14 0.675 1459.09 289.876
  15 0.725 1498.03 289.422
  16 0.775 1473.64 299.42
  17 0.825 1532.11 300.544
  18 0.875 1591.4 303.259
  19 0.925 1499.73 303.044
  20 0.975 1484.38 307.181
41000 20 30019.999999999996
  1 0.025 1528.49 310.706
  2 0.075 1538.22 309.925
  3 0.125 1417.92 311.297
  4 0.175 1544.84 298.696
  5 0.225 1500.5 299.322
  6 0.275 1502.29 299.412
  7 0.325 1523.53 300.105
  8 0.375 1483.91 294.728
  9 0.425 1462.19 300.609
  10 0.475 1507.23 291.89
  11 0.525 1453.89 287.877
  12 0.575 1535.02 287.451
  13 0.625 1498.46 286.081
  14 0.675 1461.09 291.396
  15 0.725 1516.62 292.085
  16 0.775 1445.85 298.867
  17 0.825 1531.06 298.565
  18 0.875 1593.28 301.499
  19 0.925 1497.35 302.795
  20 0.975 1478.26 307.969
42000 20 30019.999999999996
  1 0.025 1509.06 312.389
  2 0.075 1548.19 310.274
  3 0.125 1398.19 309.002
  4 0.175 1534.82 298.194
  5 0.225 1496.41 301.667
  6 0.275 1500.26 303.526
  7 0.325 1503.16 300.232
  8 0.375 1485.41 294.03
  9 0.425 1470.76 297.326
  10 0.475 1529.61 292.623
  11 0.525 1461.79 287.48
  12 0.575 1528.46 287.658
  13 0.625 1492.8 285.729
  14 0.675 1455.63 291.954
  15 0.725 1518.35 291.037
  16 0.775 1463.03 299.91
  17 0.825 1535.68 300.155
  18 0.875 1581.33 302.446
  19 0.925 1520.66 301.458
  20 0.975 1486.4 309.266
43000 20 30020
  1 0.025 1519.12 310.576
  2 0.075 1548.78 307.424
  3 0.125 1394.73 307.446
  4 0.175 1541.2 298.705
  5 0.225 1503.95 299.843
  6 0.275 1504.61 304.613
  7 0.325 1513.8 301.494
  8 0.375 1484.88 295.354
  9 0.425 1447.64 297.759
  10 0.475 1521.95 290.576
  11 0.525 1467.99 288.902
  12 0.575 1519.98 284.719
  13 0.625 1490.84 286.864
  14 0.675 1454.89 289.56
  15 0.725 1529.93 294.597
  16 0.775 1465.53 298.729
  17 0.825 1536.28 303.164
  18 0.875 1603.07 301.095
  19 0.925 1500.54 305.463
  20 0.975 1470.29 308.795
44000 20 30019.999999999996
  1 0.025 1516.44 315.013
  2 0.075 1549.65 307.652
  3 0.125 1428.04 305.871
  4 0.175 1524.6 297.027
  5 0.225 1500.1 300.556
  6 0.275 1508.55 304.149
  7 0.325 1504.41 301.496
  8 0.375 1484.75 292.511
  9 0.425 1467.02 298.893
  10 0.475 1513.09 291.905
  11 0.525 1462.18 288.01
  12 0.575 1530.45 288.631
  13 0.625 1504.76 287.556
  14 0.675 1454.05 287.167
  15 0.725 1505.72 295.458
  16 0.775 1477.51 302.401
  17 0.825 1529.4 301.111
  18 0.875 1596.13 301.099
  19 0.925 1504.8 302.302
  20 0.975 1458.35 304.541
45000 20 30020
  1 0.025 1514.87 314.416
  2 0.075 1548.03 308.602
  3 0.125 1409.82 308.076
  4 0.175 1524.27 297.558
  5 0.225 1504.69 297.676
  6 0.275 1521.74 302.851
  7 0.325 1508.7 301.87
  8 0.375 1505.19 298.064
  9 0.425 1456.78 296.12
  10 0.475 1510.99 294.854
  11 0.525 1456.75 287.296
  12 0.575 1526.42 283.479
  13 0.625 1498.44 283.455
  14 0.675 1451.52 288.947
  15 0.725 1509.58 296.288
  16 0.775 1461.17 300.354
  17 0.825 1514.83 300.321
  18 0.875 1590.1 302.503
  19 0.925 1511.64 302.409
  20 0.975 1494.47 303.707
46000 20 30020
  1 0.025 1507.55 314.136
  2 0.075 1545.71 311.42
  3 0.125 1411.99 306.682
  4 0.175 1537.78 297.345
  5 0.225 1509.81 300.167
  6 0.275 1509.08 303.83
  7 0.325 1512.68 305.869
  8 0.375 1501 296.22
  9 0.425 1449.57 296.71
  10 0.475 1501.54 295.185
  11 0.525 1468.74 284.28
  12 0.575 1529.68 283.394
  13 0.625 1490.06 283.421
  14 0.675 1445.14 289.157
  15 0.725 1524.43 296.329
  16 0.775 1450.03 301.631
  17 0.825 1541.44 302.632
  18 0.875 1597.16 304.136
  19 0.925 1514.25 299.833
  20 0.975 1472.36 303.926
47000 20 30019.999999999996
  1 0.025 1513.82 315.774
  2 0.075 1543.74 308.45
  3 0.125 1402.42 302.957
  4 0.175 1538.29 299.945
  5 0.225 1492.73 299.851
  6 0.275 1514.01 303.302
  7 0.325 1493.37 302.125
  8 0.375 1478.58 298.288
  9 0.425 1461.18 299.338
  10 0.475 1513.72 294.382
  11 0.525 1471.93 280.284
  12 0.575 1522.69 281.047
  13 0.625 1503.02 286.925
  14 0.675 1453.44 289.613
  15 0.725 1529.79 295.633
  16 0.775 1464.05 300.147
  17 0.825 1535.51 305.198
  18 0.875 1602.55 299.832
  19 0.925 1495.92 298.203
  20 0.975 1489.24 308.458
48000 20 30019.999999999996
  1 0.025 1527.05 315.717
  2 0.075 1539.83 306.729
  3 0.125 1404.91 304.837
  4 0.175 1530.73 300.49
  5 0.225 1493.34 300.78
  6 0.275 1503.33 304.877
  7 0.325 1507.66 302.934
  8 0.375 1480.18 299.228
  9 0.425 1445.33 300.769
  10 0.475 1509.62 292.555
  11 0.525 1477.96 278.809
  12 0.575 1535.85 282.013
  13 0.625 1503.92 285.845
  14 0.675 1456.48 291.163
  15 0.725 1524.3 294.059
  16 0.775 1463.55 302.505
  17 0.825 1529.1 303.906
  18 0.875 1599.95 297.679
  19 0.925 1506.37 301.809
  20 0.975 1480.54 307.299
49000 20 30020
  1 0.025 1528.44 313.888
  2 0.075 1527.92 307.834
  3 0.125 1409.68 303.399
  4 0.175 1548.16 296.271
  5 0.225 1495.91 303.573
  6 0.275 1507.02 306.932
  7 0.325 1523.65 302.24
  8 0.375 1493.01 296.961
  9 0.425 1453.03 296.178
  10 0.475 1505.35 292.434
  11 0.525 1472.05 281.954
  12 0.575 1529.42 286.557
  13 0.625 1491.01 289.465
  14 0.675 1461.02 290.037
  15 0.725 1531.45 295.572
  16 0.775 1436 293.473
  17 0.825 1519.15 305.073
  18 0.875 1600.34 299.453
  19 0.925 1506.61 304.841
  20 0.975 1480.78 305.186
50000 20 30020
  1 0.025 1520.35 311.678
  2 0.075 1544.97 312.084
  3 0.125 1405.4 301.411
  4 0.175 1541.46 301.645
  5 0.225 1500.56 301.031
  6 0.275 1510.46 303.647
  7 0.325 1511.71 304.979
  8 0.375 1489.79 297.667
  9 0.425 1463.18 294.646
  10 0.475 1501.89 290.66
  11 0.525 1476.66 281.108
  12 0.575 1537.71 285.166
  13 0.625 1502.91 291.916
  14 0.675 1449.31 290.834
  15 0.725 1501.55 294.861
  16 0.775 1463.08 293.59
  17 0.825 1524.11 307.971
  18 0.875 1595.9 303.141
  19 0.925 1507.18 305.373
  20 0.975 1471.82 302.509
51000 20 30020
  1 0.025 1518.31 310.537
  2 0.075 1536.49 308.364
  3 0.125 1395.73 303.628
  4 0.175 1545.18 298.461
  5 0.225 1515.07 301.972
  6 0.275 1491.15 302.134
  7 0.325 1513.55 303.663
  8 0.375 1490.19 295.72
  9 0.425 1454.26 295.85
  10 0.475 1523.98 290.506
  11 0.525 1468.49 279.232
  12 0.575 1515.05 284.29
  13 0.625 1503.62 289.145
  14 0.675 1452.61 293.77
  15 0.725 1520.01 295.954
  16 0.775 1448.64 297.726
  17 0.825 1527.2 306.192
  18 0.875 1601.85 302.475
  19 0.925 1507.81 306.553
  20 0.975 1490.81 302.883
52000 20 30020
  1 0.025 1547.16 315.142
  2 0.075 1541.13 310.543
  3 0.125 1391.47 305.344
  4 0.175 1543.67 300.564
  5 0.225 1506.04 300.613
  6 0.275 1499.12 302.807
  7 0.325 1515.27 302.491
  8 0.375 1501.99 294.846
  9 0.425 1454.73 293.936
  10 0.475 1503.68 292.601
  11 0.525 1463.61 281.385
  12 0.575 1542.23 282.903
  13 0.625 1498.4 289.027
