# Chunk-averaged data for fix bins and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
21000 20 32020.000000000004
  6 0.275 1570.49 300.639
  7 0.325 1668.12 282.395
  8 0.375 1608.48 281.51
  9 0.425 1629.31 274.498
  10 0.475 1670.33 258.385
  11 0.525 1626.2 251.266
  12 0.575 1504.46 253.445
  13 0.625 1619.74 268.814
  14 0.675 1613.57 285.464
  15 0.725 1623.8 293.144
  16 0.775 1581.87 300.149
  17 0.825 1542.3 308.846
  18 0.875 1592.54 315.974
  19 0.925 1625.56 328.258
  20 0.975 1597.36 342.714
36000 20 32019.999999999996
  1 0.025 1536.09 349.604
  2 0.075 1628.46 349.783
  3 0.125 1579.61 335.038
  4 0.175 1593.57 315.409
  5 0.225 1621.8 316.827
  6 0.275 1576.72 295.521
  7 0.325 1658.82 283.741
  8 0.375 1612.05 279.342
  9 0.425 1631.49 270.557
  10 0.475 1670.38 254.723
  11 0.525 1623.03 248.886
  12 0.575 1495.9 257.635
  13 0.625 1627.44 268.16
  14 0.675 1610.71 284.564
  15 0.725 1620.65 293.079
  16 0.775 1588.11 301.972
  17 0.825 1558.37 308.615
  18 0.875 1576.78 318.261
  19 0.925 1622.34 328.068
  20 0.975 1587.68 342.181
37000 20 32020.000000000004
  1 0.025 1534.02 347.325
  2 0.075 1629.83 345.566
  3 0.125 1599.41 331.21
  4 0.175 1576.01 315.764
  5 0.225 1617.98 313.444
  6 0.275 1564.57 299.32
  7 0.325 1664.06 285.375
  8 0.375 1606.43 279.237
  9 0.425 1635.99 269.718
  10 0.475 1665.08 255.042
  11 0.525 1621.28 251.217
  12 0.575 1504.64 256.292
  13 0.625 1617.41 269.809
  14 0.675 1614.15 281.406
  15 0.725 1615.79 294.393
  16 0.775 1572.15 300.068
  17 0.825 1568.98 310.508
  18 0.875 1602.65 317.733
  19 0.925 1623.33 326.338
  20 0.975 1586.24 341.027
38000 20 32020
  1 0.025 1540.57 353.069
  2 0.075 1638.59 344.906
  3 0.125 1575.41 327.294
  4 0.175 1592.04 312.901
  5 0.225 1617.19 311.546
  6 0.275 1577.01 300.542
  7 0.325 1662.93 284.187
  8 0.375 1600.98 283.686
  9 0.425 1628.53 270.195
  10 0.475 1659.88 248.953
  11 0.525 1624.87 247.805
  12 0.575 1509.52 253.019
  13 0.625 1619.95 268.51
  14 0.675 1609.78 283.753
  15 0.725 1637.58 293.89
  16 0.775 1563.57 297.468
  17 0.825 1575.01 308.45
  18 0.875 1591.55 322.321
  19 0.925 1609.18 329.781
  20 0.975 1585.86 342.41
39000 20 32020.000000000004
  1 0.025 1540.14 348.069
  2 0.075 1628.9 341.334
  3 0.125 1590.04 330.556
  4 0.175 1572.97 316.276
  5 0.225 1624.5 310.868
  6 0.275 1558.24 297.81
  7 0.325 1673.17 283.734
  8 0.375 1611.04 282.732
  9 0.425 1623.92 273.802
  10 0.475 1663.79 250.294
  11 0.525 1621.77 250.306
  12 0.575 1518.43 253.078
  13 0.625 1615.51 272.21
  14 0.675 1600.3 282.441
  15 0.725 1636.92 293.677
  16 0.775 1571.32 294.697
  17 0.825 1561.86 307.917
  18 0.875 1569.45 319.931
  19 0.925 1635.17 329.244
  20 0.975 1602.56 338.902
40000 20 32020
  1 0.025 1529.24 349.576
  2 0.075 1635.34 346.788
  3 0.125 1577.9 330.861
  4 0.175 1577.14 316.763
  5 0.225 1623.46 311.416
  6 0.275 1553.22 300.88
  7 0.325 1673.92 280.929
  8 0.375 1609.93 281.087
  9 0.425 1603.04 269.327
  10 0.475 1666.63 252.903
  11 0.525 1630.13 249.881
  12 0.575 1518.63 255.744
  13 0.625 1603.37 272.083
  14 0.675 1616.47 285.319
  15 0.725 1624.46 291.299
  16 0.775 1568.9 296.897
  17 0.825 1566.1 306.078
  18 0.875 1590.69 321.256
  19 0.925 1634.05 328.629
  20 0.975 1617.38 342.859
41000 20 32019.999999999996
  1 0.025 1518.51 350.302
  2 0.075 1633.42 343.553
  3 0.125 1583.08 329.678
  4 0.175 1590.91 319.508
  5 0.225 1606.06 313.947
  6 0.275 1536.38 297.858
  7 0.325 1668.17 286.261
  8 0.375 1612.18 281.414
  9 0.425 1630.07 265.747
  10 0.475 1655.06 255.367
  11 0.525 1641.47 250.582
  12 0.575 1507.19 256.092
  13 0.625 1605.85 271.386
  14 0.675 1618.28 284.903
  15 0.725 1615.73 289.726
  16 0.775 1583.97 293.3
  17 0.825 1581.71 303.055
  18 0.875 1587.67 322.7
  19 0.925 1631.6 330.863
  20 0.975 1612.69 342.304
42000 20 32020
  1 0.025 1535.41 352.847
  2 0.075 1622.03 348.231
  3 0.125 1594.49 334.507
  4 0.175 1582.64 320.401
  5 0.225 1616.8 310.301
  6 0.275 1547.84 297.866
  7 0.325 1677.89 289.341
  8 0.375 1617.42 275.963
  9 0.425 1628.31 264.688
  10 0.475 1641.24 255.819
  11 0.525 1630.64 250.457
  12 0.575 1515.11 255.922
  13 0.625 1624.35 273.926
  14 0.675 1606.03 284.109
  15 0.725 1614.91 288.561
  16 0.775 1561.31 295.492
  17 0.825 1569.84 306.751
  18 0.875 1580.52 327.01
  19 0.925 1630.81 334.03
  20 0.975 1622.41 336.655
43000 20 32020.000000000004
  1 0.025 1533.9 352.063
  2 0.075 1636.85 350.189
  3 0.125 1594.91 337.117
  4 0.175 1600.14 318.211
  5 0.225 1604.53 309.782
  6 0.275 1552.43 301.682
  7 0.325 1666.03 287.275
  8 0.375 1608.64 277.123
  9 0.425 1616.22 263.278
  10 0.475 1642.27 256.293
  11 0.525 1622.96 252.625
  12 0.575 1498.46 257.755
  13 0.625 1633.98 270.126
  14 0.675 1618.22 284.25
  15 0.725 1614.81 289.838
  16 0.775 1570.05 296.958
  17 0.825 1562.74 308.069
  18 0.875 1603.84 329.094
  19 0.925 1621.4 334.954
  20 0.975 1617.62 339.103
44000 20 32019.999999999996
  1 0.025 1526.81 349.283
  2 0.075 1632.11 348.251
  3 0.125 1593.67 339.995
  4 0.175 1578.55 322.434
  5 0.225 1622.09 305.592
  6 0.275 1552.54 298.071
  7 0.325 1658.93 288.279
  8 0.375 1609.71 278.416
  9 0.425 1616.91 264.113
  10 0.475 1655.17 254.54
  11 0.525 1626.9 252.283
  12 0.575 1517.55 257.658
  13 0.625 1628.38 269.887
  14 0.675 1614.78 284.895
  15 0.725 1621.94 289.387
  16 0.775 1571.34 296.234
  17 0.825 1565.5 310.306
  18 0.875 1607.48 327.482
  19 0.925 1614.98 330.869
  20 0.975 1604.66 337.617
45000 20 32020
  1 0.025 1547.32 350.098
  2 0.075 1615.91 348.041
  3 0.125 1593.89 337.182
  4 0.175 1566.77 323.515
  5 0.225 1641.96 306.211
  6 0.275 1572.62 298.318
  7 0.325 1656.05 290.623
  8 0.375 1610.26 279.06
  9 0.425 1617.95 263.589
  10 0.475 1655.47 253.901
  11 0.525 1628.96 250.948
  12 0.575 1515.8 258.805
  13 0.625 1626.87 271.952
  14 0.675 1597.8 283.74
  15 0.725 1619.88 288.004
  16 0.775 1585.66 299.83
  17 0.825 1563.41 308.222
  18 0.875 1588.63 320.488
  19 0.925 1624.81 333.037
  20 0.975 1589.98 341.992
46000 20 32019.999999999996
  1 0.025 1552.58 351.007
  2 0.075 1622.68 348.367
  3 0.125 1590.86 333.731
  4 0.175 1598.73 320.664
  5 0.225 1634.67 307.875
  6 0.275 1561.1 301.215
  7 0.325 1653.34 290.795
  8 0.375 1620.6 279.432
  9 0.425 1611.16 266.329
  10 0.475 1653 254.745
  11 0.525 1613.44 251.014
  12 0.575 1497.48 255.557
  13 0.625 1595.66 275.093
  14 0.675 1620.35 278.706
  15 0.725 1610.87 289.663
  16 0.775 1583.61 300.882
  17 0.825 1582.52 306.72
  18 0.875 1594.81 320.758
  19 0.925 1628.78 337.354
  20 0.975 1593.76 341.608
47000 20 32020.000000000004
  1 0.025 1545.07 347.473
  2 0.075 1626.7 341.456
  3 0.125 1585.88 336.208
  4 0.175 1581.9 318.034
  5 0.225 1627.46 307.355
  6 0.275 1555.61 302.832
  7 0.325 1665.72 291.669
  8 0.375 1615.12 277.393
  9 0.425 1629.91 262.251
  10 0.475 1647.85 259.332
  11 0.525 1626.25 249.06
  12 0.575 1510.38 253.95
  13 0.625 1613.63 270.335
  14 0.675 1605.79 280.785
  15 0.725 1617.74 289.079
  16 0.775 1574.68 302.116
  17 0.825 1592.35 309.163
  18 0.875 1566.48 319.529
  19 0.925 1626.6 331.475
  20 0.975 1604.88 339.496
48000 20 32020.000000000004
  1 0.025 1535.17 350.046
  2 0.075 1622.51 343.437
  3 0.125 1578.85 333.85
  4 0.175 1575.96 319.312
  5 0.225 1605.59 307.176
  6 0.275 1568.65 300.021
  7 0.325 1654.68 292.731
  8 0.375 1607.6 278.201
  9 0.425 1632.55 260.67
  10 0.475 1668.46 254.27
  11 0.525 1614.94 250.311
  12 0.575 1512.38 255.414
  13 0.625 1622.92 270.885
  14 0.675 1629.24 281.717
  15 0.725 1623.09 288.07
  16 0.775 1576.16 302.436
