# Chunk-averaged data for fix bins and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
21000 20 32019.999999999993
  1 0.025 1592.46 348.29
  2 0.075 1594.33 346.941
  3 0.125 1553.98 333.537
  4 0.175 1611.48 325.059
  5 0.225 1633.34 314.106
  6 0.275 1556.99 297.997
  7 0.325 1544.94 291.427
  8 0.375 1633 277.002
  9 0.425 1593.97 263.512
  10 0.475 1592.87 257.902
  11 0.525 1628.13 249.933
  12 0.575 1616.34 257.055
  13 0.625 1610.56 265.056
  14 0.675 1621.74 274.095
  15 0.725 1632.77 284.688
  16 0.775 1600.01 299.751
  17 0.825 1611.81 309.444
  18 0.875 1669.25 323.074
  19 0.925 1546.16 332.332
  20 0.975 1575.87 345.442
44000 20 32020
  1 0.025 1604.04 347.911
  2 0.075 1604.26 347.285
  3 0.125 1564.22 335.96
  4 0.175 1606.38 323.268
  5 0.225 1637.47 313.294
  6 0.275 1552.32 299.922
  7 0.325 1572.94 293.155
  8 0.375 1626.05 274.458
  9 0.425 1584.25 265.263
  10 0.475 1612.76 256.287
  11 0.525 1608.11 254.681
  12 0.575 1619.21 256.999
  13 0.625 1592.28 266.544
  14 0.675 1630.91 273.125
  15 0.725 1632.4 284.926
  16 0.775 1593.16 300.004
  17 0.825 1601.77 306.81
  18 0.875 1665.9 323.382
  19 0.925 1552.86 330.921
  20 0.975 1558.71 340.296
45000 20 32019.999999999996
  1 0.025 1610.56 349.541
  2 0.075 1585.54 348.311
  3 0.125 1577.76 333.435
  4 0.175 1600.17 321.652
  5 0.225 1626.62 317.401
  6 0.275 1558.91 299.486
  7 0.325 1582.33 287.901
  8 0.375 1637.98 279.085
  9 0.425 1584.84 265.764
  10 0.475 1618.75 257.318
  11 0.525 1622.13 252.139
  12 0.575 1618.74 257.251
  13 0.625 1603.62 265.751
  14 0.675 1596.89 272.72
  15 0.725 1625.94 283.063
  16 0.775 1596.09 299.281
  17 0.825 1593.2 307.717
  18 0.875 1666.69 317.909
  19 0.925 1556.96 330.594
  20 0.975 1556.28 345.363
46000 20 32020
  1 0.025 1599.79 350.672
  2 0.075 1594.51 341.98
  3 0.125 1556.73 335.469
  4 0.175 1610.22 320.359
  5 0.225 1619.74 310.877
  6 0.275 1572.48 300.6
  7 0.325 1564.41 289.209
  8 0.375 1632 278.076
  9 0.425 1588.61 265.07
  10 0.475 1603.73 253.3
  11 0.525 1622.98 249.934
  12 0.575 1614.99 255.735
  13 0.625 1603.58 266.406
  14 0.675 1635.12 278.412
  15 0.725 1615.91 282.911
  16 0.775 1575.36 296.054
  17 0.825 1620.88 310.037
  18 0.875 1657.03 319.378
  19 0.925 1560.26 333.23
  20 0.975 1571.67 342.798
47000 20 32020.000000000007
  1 0.025 1617.76 348.786
  2 0.075 1587.04 341.98
  3 0.125 1564.58 336.041
  4 0.175 1625.75 319.535
  5 0.225 1611.54 308.313
  6 0.275 1559.12 302.612
  7 0.325 1554.86 290.048
  8 0.375 1628.22 277.871
  9 0.425 1595.72 265.65
  10 0.475 1621.03 253.727
  11 0.525 1626.07 250.639
  12 0.575 1613.43 259.66
  13 0.625 1560.55 268.02
  14 0.675 1641.7 275.827
  15 0.725 1622.59 285.179
  16 0.775 1587.07 293.628
  17 0.825 1612.72 308.119
  18 0.875 1666.97 319.622
  19 0.925 1546.74 332.03
  20 0.975 1576.54 340.121
48000 20 32019.999999999996
  1 0.025 1605.25 351.227
  2 0.075 1573.3 343.422
  3 0.125 1567.81 335.727
  4 0.175 1623.27 319.904
  5 0.225 1619.67 310.231
  6 0.275 1575.28 301.217
  7 0.325 1561.77 292.364
  8 0.375 1615.58 277.475
  9 0.425 1598.15 263.256
  10 0.475 1624.1 251.273
  11 0.525 1623.6 253.501
  12 0.575 1610.76 256.984
  13 0.625 1583.19 268.676
  14 0.675 1626.98 276.09
  15 0.725 1614.36 282.235
  16 0.775 1594.82 297.471
  17 0.825 1606.27 306.881
  18 0.875 1678.14 318.618
  19 0.925 1545.76 335.034
  20 0.975 1571.94 345.723
49000 20 32020.000000000007
  1 0.025 1604.37 350.784
  2 0.075 1583.15 343.106
  3 0.125 1573.85 334.474
  4 0.175 1620.18 321.157
  5 0.225 1593.29 311.199
  6 0.275 1575.12 297.522
  7 0.325 1566.04 291.339
  8 0.375 1613.17 276.791
  9 0.425 1596.5 260.216
  10 0.475 1597.19 251.617
  11 0.525 1635.33 252.725
  12 0.575 1605.71 259.06
  13 0.625 1579.39 269.039
  14 0.675 1643.9 276.329
  15 0.725 1623.77 281.775
  16 0.775 1588.7 298.812
  17 0.825 1603.97 308.482
  18 0.875 1680.83 317.17
  19 0.925 1546.96 329.39
