# Chunk-averaged data for fix bins and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
21000 20 32020
  20 0.975 1545.59 334.198
44000 20 32020
  1 0.025 1609.15 346.662
  2 0.075 1561.9 337.732
  3 0.125 1603.74 326.014
  4 0.175 1600.99 314.44
  5 0.225 1566.61 313.197
  6 0.275 1576.1 302.824
  7 0.325 1628.71 288.117
  8 0.375 1620.61 277.043
  9 0.425 1625.26 262.832
  10 0.475 1615.06 251.631
  11 0.525 1622.45 248.412
  12 0.575 1671.88 250.513
  13 0.625 1564.5 264.993
  14 0.675 1620.35 271.887
  15 0.725 1631.89 288.474
  16 0.775 1568.03 292.227
  17 0.825 1625.21 301.525
  18 0.875 1590.36 316.276
  19 0.925 1584.65 326.081
  20 0.975 1532.55 340.642
45000 20 32020
  1 0.025 1622.19 345.825
  2 0.075 1569.4 331.888
  3 0.125 1606.75 327.911
  4 0.175 1583.83 316.23
  5 0.225 1547.69 312.951
  6 0.275 1567.83 299.634
  7 0.325 1638.37 285.067
  8 0.375 1617.25 277.741
  9 0.425 1633.03 264.768
  10 0.475 1626.73 251.465
  11 0.525 1622.03 250.103
  12 0.575 1671.78 253.482
  13 0.625 1558.72 266.265
  14 0.675 1620.53 273.602
  15 0.725 1642.31 285.733
  16 0.775 1560.91 292.406
  17 0.825 1626.71 303.607
  18 0.875 1596.14 320.262
  19 0.925 1590.1 328.884
  20 0.975 1517.7 339.29
46000 20 32020.000000000004
  1 0.025 1621.98 347.142
  2 0.075 1564.16 335.593
  3 0.125 1604.48 332.352
  4 0.175 1584.86 314.905
  5 0.225 1537.31 312.312
  6 0.275 1569.31 296.227
  7 0.325 1624.52 284.573
  8 0.375 1619.95 279.487
  9 0.425 1633.7 264.375
  10 0.475 1612.61 251.865
  11 0.525 1627.61 252.574
  12 0.575 1669.41 258.697
  13 0.625 1561.55 266.238
  14 0.675 1621.11 273.472
  15 0.725 1654.23 284.36
  16 0.775 1574.93 290.058
  17 0.825 1630.27 307.283
  18 0.875 1590.21 322.795
  19 0.925 1571.9 329.197
  20 0.975 1545.9 336.42
47000 20 32019.999999999996
  1 0.025 1639.27 348.879
  2 0.075 1548.68 339.497
  3 0.125 1608.04 332.964
  4 0.175 1599.03 313.919
  5 0.225 1535.42 311.218
  6 0.275 1571.17 291.287
  7 0.325 1623.95 283.894
  8 0.375 1631.19 276.422
  9 0.425 1619.15 267.169
  10 0.475 1616.41 255.571
  11 0.525 1622.14 251.542
  12 0.575 1663.81 257.198
  13 0.625 1562.37 262.741
  14 0.675 1611.14 271.458
  15 0.725 1638.08 285.372
  16 0.775 1585.31 289.704
  17 0.825 1611.3 305.649
  18 0.875 1602.6 322.397
  19 0.925 1576.75 325.641
  20 0.975 1554.19 339.597
48000 20 32020
  1 0.025 1613.39 345.365
  2 0.075 1552.26 344.563
  3 0.125 1599.85 330.966
  4 0.175 1622.69 318.226
  5 0.225 1536.63 313.916
  6 0.275 1585.66 292.509
  7 0.325 1632.45 285.884
  8 0.375 1625 275.216
  9 0.425 1603.59 267.914
  10 0.475 1606.9 257.127
  11 0.525 1617.2 252.494
  12 0.575 1663.67 255.05
  13 0.625 1563.54 260.161
  14 0.675 1606.61 273.5
  15 0.725 1626.18 284.14
  16 0.775 1591.3 290.815
  17 0.825 1636.33 304.258
  18 0.875 1590.08 319.865
  19 0.925 1589.21 326.463
  20 0.975 1557.46 337.307
49000 20 32020
  1 0.025 1607.65 350.732
  2 0.075 1560.28 346.083
  3 0.125 1606.83 332.167
  4 0.175 1596.02 318.759
  5 0.225 1539.85 311.221
  6 0.275 1577.47 296.379
  7 0.325 1628.77 281.718
  8 0.375 1635.95 275.221
  9 0.425 1615.38 269.878
